Root_Chord,Taper Ratio,Sweep,Span,L_D,Lift
14.003987952705208,0.7500021481824233,8.93327792567372,119.99995031298165,21.19628037832572,38.10715265064612
15.9990398758246,0.8047188426123143,0.39776265453711535,119.99999612795499,18.631141226420173,42.54050817886759
15.9990398758246,0.7500042733145743,2.8084644037930087,119.99999658246483,19.7927714242281,42.41586831036496
15.673044237547048,0.7523387888234877,3.783477101157765,119.99999676132477,20.03309674302073,41.720702063581875
15.758949951242728,0.7503853747869955,9.885902248079965,119.98676929535922,20.127072996743895,41.596936013674686
15.452697958993266,0.7500093167796639,6.952373013677027,119.99993338846303,20.132302702299235,41.24881614944187
15.760793927011457,0.7503853747869955,9.918609074422276,119.99493227856232,20.125044271477478,41.60179822409571
15.795924508749579,0.750004281549125,0.21890384696137516,119.99999087822043,19.976735284571184,41.9744051501829
14.519951995761696,0.7500206261172992,1.2280107731048506,119.99956285454084,20.735261150307124,39.41253967715567
14.893186467676282,0.7500000086355916,0.39716911807247146,119.99996722193657,20.49371794530259,40.17895690729064
15.743757321208962,0.750007890411662,0.3975484905463668,119.99988169619627,20.006714393135184,41.87079526252859
15.9990398758246,0.7500029503748618,0.39776265453711535,119.99999612795499,19.830583964706275,42.39404649231363
15.073844119644757,0.7512662846413092,6.569016192447452,119.99990492740012,20.406338716397013,40.46175125984802
14.834744541113078,0.7500206261172992,0.00848191675267218,119.99956285454084,20.543293739529133,40.046817871558545
15.725903696422467,0.7504885873475697,0.18849520305012812,119.98809210698805,20.02805724907399,41.821099563090236
14.22392899818978,0.7500002805894546,0.465074893287049,119.99998829619896,20.987219109428388,38.76878840238074
15.421617497239307,0.7500011555204565,6.695609269593168,119.99999993657318,20.156817530256404,41.19436270987957
14.26210348454443,0.7500619749425504,0.3581313330640422,119.99999942371245,20.95663059229574,38.84889265760566
14.50321394425708,0.7500002692794892,0.021370507874306388,119.99992689929019,20.77160858231103,39.35793348888826
14.289205307569482,0.7500605986048307,0.34997231320582833,119.99996258573198,20.934543044540177,38.90709772376487
15.323644606769944,0.7501214877717037,6.610208721507339,119.999929131942,20.223883581851016,40.99246931044852
14.651078807403172,0.7500975728790837,0.025859948518849374,119.99990090252017,20.663914621012232,39.66796120813007
15.350285244172206,0.7500064631784056,6.48468219192998,119.99906721853638,20.208778722279074,41.05354304210913
14.687950635615355,0.7500027040423878,0.3975484905463668,119.99999996583762,20.633092280233125,39.754705849549254
14.997885571230508,0.7501157675283354,0.09660150087265262,119.99957149661907,20.41148892854722,40.39239069786978
15.873137265882278,0.750026972002418,0.024871046320191548,119.9992223967251,19.922155254623917,42.12820250202479
14.706967854451527,0.7500142201122786,1.0059760105694802,119.99993640164516,20.600259790426605,39.80480751018899
14.003372872691918,0.750021752767121,6.788846077228447,119.99752525882587,21.186199402769063,38.212957315074874
14.362096836232555,0.7500574508766547,0.28482476077876306,119.99962408380091,20.879457622747505,39.06015820694982
14.978251839853407,0.750122921134891,0.3670276743397425,119.99977705415384,20.426865502503027,40.3570755270772
15.206656016462475,0.7502898576345399,3.9472018649944385,119.99997773938527,20.289123504991682,40.81653877827116
14.851774213413623,0.7500092922506962,0.6737680792168632,119.99992280361896,20.517331539068334,40.09598189548633
14.03206449491885,0.7500635747107851,0.3581313330640422,119.99997695846815,21.149171720632154,38.35227231474425
